input,experiment_ware,cpu_time,Checked answer,Wallclock time,Memory,Solver name,Solver version,timeout,error,success,missing,consistent_xp,family
XCSP17/PropStress/PropStress-m1-s1/PropStress-0150.xml,cosoco 2.O parallel,5714.61,UNSAT,723.209,2927668,cosoco,2.O parallel,1200.0,False,True,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0150.xml,cosoco 2.0 parallel,5786.04,UNSAT,736.32,2927668,cosoco,2.0 parallel,1200.0,False,True,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0150.xml,choco-solver 2019-09-16,341.169,UNSAT,110.154,15530540,choco-solver,2019-09-16,1200.0,False,True,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0150.xml,choco-solver 2019-09-20,320.278,UNSAT,91.5291,15530540,choco-solver,2019-09-20,1200.0,False,True,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0150.xml,choco-solver 2019-06-14,398.757,UNSAT,111.121,15530532,choco-solver,2019-06-14,1200.0,False,True,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0150.xml,choco-solver 2019-09-20 parallel,1141.15,UNSAT,175.497,28879416,choco-solver,2019-09-20 parallel,1200.0,False,True,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0150.xml,choco-solver 2019-09-24 parallel,1063.77,UNSAT,175.989,28879416,choco-solver,2019-09-24 parallel,1200.0,False,True,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0150.xml,choco-solver 2019-06-14 parallel,706.12,UNSAT,101.443,28881456,choco-solver,2019-06-14 parallel,1200.0,False,True,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0150.xml,choco-solver 2019-09-16 parallel,727.763,UNSAT,103.215,28879416,choco-solver,2019-09-16 parallel,1200.0,False,True,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0150.xml,AbsCon 2019-07-23,2520.06,UNKNOWN TO,2505.33,10748324,AbsCon,2019-07-23,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0150.xml,Concrete 3.12.3,213.258,UNSAT,192.12,10846988,Concrete,3.12.3,1200.0,False,True,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0150.xml,Fun-sCOP hybrid+CryptoMiniSat (2019-06-15),19.599,UNSAT,10.4074,15140452,Fun-sCOP,hybrid+CryptoMiniSat (2019-06-15),1200.0,False,True,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0150.xml,Fun-sCOP order+GlueMiniSat (2019-06-15),544.709,UNKNOWN MO,562.225,15982220,Fun-sCOP,order+GlueMiniSat (2019-06-15),1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0150.xml,cosoco 2.0,660.148,UNSAT,660.071,253376,cosoco,2.0,1200.0,False,True,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0150.xml,cosoco 2.0,660.93,UNSAT,660.971,253376,cosoco,2.0,1200.0,False,True,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0150.xml,cosoco 2,759.706,UNSAT,759.752,253376,cosoco,2,1200.0,False,True,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0150.xml,Fun-sCOP hybrid+ManyGlucose (2019-09-22),26.7261,UNSAT,12.8815,27441876,Fun-sCOP,hybrid+ManyGlucose (2019-09-22),1200.0,False,True,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0150.xml,Fun-sCOP order+ManyGlucose (2019-09-22),699.706,UNSAT,700.241,27441876,Fun-sCOP,order+ManyGlucose (2019-09-22),1200.0,False,True,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0150.xml,Fun-sCOP hybrid+ManyGlucose (2019-06-15),27.7401,UNSAT,12.972,27441876,Fun-sCOP,hybrid+ManyGlucose (2019-06-15),1200.0,False,True,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0150.xml,Fun-sCOP order+ManyGlucose (2019-06-15),671.899,UNSAT,665.785,27443924,Fun-sCOP,order+ManyGlucose (2019-06-15),1200.0,False,True,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0150.xml,choco-solver 2019-09-24,44.1804,UNSAT,39.6019,15264284,choco-solver,2019-09-24,1200.0,False,True,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0150.xml,Concrete 3.10,145.645,UNSAT,121.067,10844916,Concrete,3.10,1200.0,False,True,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0150.xml,PicatSAT 2019-09-12,45.8681,UNSAT,45.8696,2301716,PicatSAT,2019-09-12,1200.0,False,True,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0150.xml,Concrete 3.12.2,211.634,UNSAT,188.456,10846988,Concrete,3.12.2,1200.0,False,True,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0150.xml,Concrete 3.12.2,242.287,UNSAT,218.884,10846984,Concrete,3.12.2,1200.0,False,True,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0400.xml,BTD 19.07.01,222.751,UNKNOWN MO,222.762,15923192,BTD,19.07.01,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0400.xml,cosoco 2.O parallel,19788.1,UNKNOWN TO,2520.61,12043796,cosoco,2.O parallel,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0400.xml,cosoco 2.0 parallel,19798.8,UNKNOWN TO,2520.55,12043796,cosoco,2.0 parallel,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0400.xml,choco-solver 2019-09-16,2520.47,UNKNOWN TO,642.992,15530540,choco-solver,2019-09-16,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0400.xml,choco-solver 2019-09-20,2520.59,UNKNOWN TO,642.104,15530540,choco-solver,2019-09-20,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0400.xml,choco-solver 2019-06-14,2520.57,UNKNOWN TO,642.292,15530532,choco-solver,2019-06-14,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0400.xml,choco-solver 2019-09-20 parallel,19923.9,UNKNOWN TO,2520.13,28879416,choco-solver,2019-09-20 parallel,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0400.xml,choco-solver 2019-09-24 parallel,19930.1,UNKNOWN TO,2520.12,28879416,choco-solver,2019-09-24 parallel,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0400.xml,choco-solver 2019-06-14 parallel,19874.1,UNKNOWN TO,2520.51,28879408,choco-solver,2019-06-14 parallel,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0400.xml,choco-solver 2019-09-16 parallel,19926.2,UNKNOWN TO,2520.14,28879416,choco-solver,2019-09-16 parallel,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0400.xml,AbsCon 2019-07-23,46.8435,UNKNOWN (?),16.3482,10746276,AbsCon,2019-07-23,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0400.xml,Concrete 3.12.3,2522.56,UNKNOWN TO,2441.63,11039508,Concrete,3.12.3,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0400.xml,Fun-sCOP hybrid+CryptoMiniSat (2019-06-15),59.2496,UNSAT,48.9605,15142500,Fun-sCOP,hybrid+CryptoMiniSat (2019-06-15),1200.0,False,True,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0400.xml,Fun-sCOP order+GlueMiniSat (2019-06-15),2528.2,UNKNOWN TO,750.672,15140432,Fun-sCOP,order+GlueMiniSat (2019-06-15),1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0400.xml,cosoco 2.0,2520.04,UNKNOWN TO,2520.02,2398832,cosoco,2.0,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0400.xml,cosoco 2.0,2520.09,UNKNOWN TO,2519.81,2399360,cosoco,2.0,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0400.xml,cosoco 2,2520.1,UNKNOWN TO,2519.81,2397500,cosoco,2,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0400.xml,Fun-sCOP hybrid+ManyGlucose (2019-09-22),92.8892,UNSAT,56.3748,27443924,Fun-sCOP,hybrid+ManyGlucose (2019-09-22),1200.0,False,True,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0400.xml,Fun-sCOP order+ManyGlucose (2019-09-22),1499.73,UNKNOWN,1118.35,27441856,Fun-sCOP,order+ManyGlucose (2019-09-22),1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0400.xml,Fun-sCOP hybrid+ManyGlucose (2019-06-15),92.1288,UNSAT,56.561,27443924,Fun-sCOP,hybrid+ManyGlucose (2019-06-15),1200.0,False,True,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0400.xml,Fun-sCOP order+ManyGlucose (2019-06-15),1673.21,UNKNOWN,1253.0,27441856,Fun-sCOP,order+ManyGlucose (2019-06-15),1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0400.xml,choco-solver 2019-09-24,1916.84,UNSAT,1909.12,15264284,choco-solver,2019-09-24,1200.0,False,True,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0400.xml,Concrete 3.10,2522.12,UNKNOWN TO,2401.73,11039484,Concrete,3.10,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0400.xml,PicatSAT 2019-09-12,451.594,UNSAT,451.69,4041924,PicatSAT,2019-09-12,1200.0,False,True,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0400.xml,Concrete 3.12.2,2522.05,UNKNOWN TO,2430.63,11039504,Concrete,3.12.2,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0400.xml,Concrete 3.12.2,2522.07,UNKNOWN TO,2426.63,11039508,Concrete,3.12.2,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0450.xml,BTD 19.07.01,350.212,UNKNOWN MO,350.349,15905164,BTD,19.07.01,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0450.xml,cosoco 2.O parallel,19697.1,UNKNOWN TO,2520.83,16629972,cosoco,2.O parallel,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0450.xml,cosoco 2.0 parallel,19701.7,UNKNOWN TO,2520.85,16629972,cosoco,2.0 parallel,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0450.xml,choco-solver 2019-09-16,2520.61,UNKNOWN TO,644.503,15530540,choco-solver,2019-09-16,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0450.xml,choco-solver 2019-09-20,2520.56,UNKNOWN TO,646.659,15530540,choco-solver,2019-09-20,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0450.xml,choco-solver 2019-06-14,2520.72,UNKNOWN TO,643.713,15530532,choco-solver,2019-06-14,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0450.xml,choco-solver 2019-09-20 parallel,19900.4,UNKNOWN TO,2521.76,28899416,choco-solver,2019-09-20 parallel,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0450.xml,choco-solver 2019-09-24 parallel,19878.7,UNKNOWN TO,2520.12,28879416,choco-solver,2019-09-24 parallel,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0450.xml,choco-solver 2019-06-14 parallel,19822.7,UNKNOWN TO,2520.46,28944944,choco-solver,2019-06-14 parallel,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0450.xml,choco-solver 2019-09-16 parallel,19876.8,UNKNOWN TO,2521.8,28899416,choco-solver,2019-09-16 parallel,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0450.xml,AbsCon 2019-07-23,51.3891,UNKNOWN (?),19.8258,10746276,AbsCon,2019-07-23,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0450.xml,Concrete 3.12.3,2522.76,UNKNOWN TO,2476.04,11039508,Concrete,3.12.3,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0450.xml,Fun-sCOP hybrid+CryptoMiniSat (2019-06-15),73.796,UNSAT,62.0803,15142500,Fun-sCOP,hybrid+CryptoMiniSat (2019-06-15),1200.0,False,True,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0450.xml,Fun-sCOP order+GlueMiniSat (2019-06-15),2528.13,UNKNOWN TO,754.368,15140432,Fun-sCOP,order+GlueMiniSat (2019-06-15),1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0450.xml,cosoco 2.0,2519.6,UNKNOWN TO,2520.02,3219636,cosoco,2.0,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0450.xml,cosoco 2.0,2519.91,UNKNOWN TO,2520.02,3220296,cosoco,2.0,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0450.xml,cosoco 2,2519.8,UNKNOWN TO,2520.01,3220560,cosoco,2,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0450.xml,Fun-sCOP hybrid+ManyGlucose (2019-09-22),104.326,UNSAT,73.0872,27443924,Fun-sCOP,hybrid+ManyGlucose (2019-09-22),1200.0,False,True,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0450.xml,Fun-sCOP order+ManyGlucose (2019-09-22),16213.6,UNKNOWN TO,2522.42,27441856,Fun-sCOP,order+ManyGlucose (2019-09-22),1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0450.xml,Fun-sCOP hybrid+ManyGlucose (2019-06-15),97.4448,UNSAT,66.736,27443924,Fun-sCOP,hybrid+ManyGlucose (2019-06-15),1200.0,False,True,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0450.xml,Fun-sCOP order+ManyGlucose (2019-06-15),16098.1,UNKNOWN TO,2522.1,27441856,Fun-sCOP,order+ManyGlucose (2019-06-15),1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0450.xml,choco-solver 2019-09-24,2520.09,UNKNOWN TO,2510.82,15264284,choco-solver,2019-09-24,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0450.xml,Concrete 3.10,2522.1,UNKNOWN TO,2473.93,11039484,Concrete,3.10,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0450.xml,PicatSAT 2019-09-12,504.461,UNSAT,504.628,5059504,PicatSAT,2019-09-12,1200.0,False,True,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0450.xml,Concrete 3.12.2,2522.09,UNKNOWN TO,2494.83,11039508,Concrete,3.12.2,1200.0,False,False,False,True,PropStress
XCSP17/PropStress/PropStress-m1-s1/PropStress-0450.xml,Concrete 3.12.2,2522.1,UNKNOWN TO,2496.13,11039504,Concrete,3.12.2,1200.0,False,False,False,True,PropStress
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army11-17ls.xml,BTD 19.07.01,2519.92,UNKNOWN TO,2520.01,35096,BTD,19.07.01,1200.0,False,False,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army11-17ls.xml,cosoco 2.O parallel,59.6599,SAT,7.5507,627808,cosoco,2.O parallel,1200.0,False,True,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army11-17ls.xml,cosoco 2.0 parallel,65.3909,SAT,8.2864,627808,cosoco,2.0 parallel,1200.0,False,True,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army11-17ls.xml,choco-solver 2019-09-16,396.328,SAT,100.127,15530540,choco-solver,2019-09-16,1200.0,False,True,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army11-17ls.xml,choco-solver 2019-09-20,393.141,SAT,99.818,15530540,choco-solver,2019-09-20,1200.0,False,True,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army11-17ls.xml,choco-solver 2019-06-14,561.508,SAT,142.34,15530532,choco-solver,2019-06-14,1200.0,False,True,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army11-17ls.xml,choco-solver 2019-09-20 parallel,812.565,SAT,102.97,28879416,choco-solver,2019-09-20 parallel,1200.0,False,True,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army11-17ls.xml,choco-solver 2019-09-24 parallel,892.335,SAT,113.083,28879416,choco-solver,2019-09-24 parallel,1200.0,False,True,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army11-17ls.xml,choco-solver 2019-06-14 parallel,1319.89,SAT,181.959,28881456,choco-solver,2019-06-14 parallel,1200.0,False,True,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army11-17ls.xml,choco-solver 2019-09-16 parallel,876.561,SAT,111.395,28879416,choco-solver,2019-09-16 parallel,1200.0,False,True,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army11-17ls.xml,AbsCon 2019-07-23,2520.07,UNKNOWN TO,2509.91,10748324,AbsCon,2019-07-23,1200.0,False,False,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army11-17ls.xml,Concrete 3.12.3,2520.06,UNKNOWN TO,2474.14,10849636,Concrete,3.12.3,1200.0,False,False,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army11-17ls.xml,Fun-sCOP hybrid+CryptoMiniSat (2019-06-15),136.055,SAT,132.172,15140452,Fun-sCOP,hybrid+CryptoMiniSat (2019-06-15),1200.0,False,True,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army11-17ls.xml,Fun-sCOP order+GlueMiniSat (2019-06-15),31.3178,SAT,27.4816,15141472,Fun-sCOP,order+GlueMiniSat (2019-06-15),1200.0,False,True,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army11-17ls.xml,cosoco 2.0,2269.52,SAT,2269.73,29140,cosoco,2.0,1200.0,False,True,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army11-17ls.xml,cosoco 2.0,2358.17,SAT,2358.03,29140,cosoco,2.0,1200.0,False,True,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army11-17ls.xml,cosoco 2,2319.35,SAT,2319.41,29140,cosoco,2,1200.0,False,True,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army11-17ls.xml,Fun-sCOP hybrid+ManyGlucose (2019-09-22),77.4102,SAT,12.2973,27441876,Fun-sCOP,hybrid+ManyGlucose (2019-09-22),1200.0,False,True,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army11-17ls.xml,Fun-sCOP order+ManyGlucose (2019-09-22),366.602,SAT,50.4867,27443924,Fun-sCOP,order+ManyGlucose (2019-09-22),1200.0,False,True,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army11-17ls.xml,Fun-sCOP hybrid+ManyGlucose (2019-06-15),71.4445,SAT,11.3146,27441876,Fun-sCOP,hybrid+ManyGlucose (2019-06-15),1200.0,False,True,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army11-17ls.xml,Fun-sCOP order+ManyGlucose (2019-06-15),365.712,SAT,49.3725,27442896,Fun-sCOP,order+ManyGlucose (2019-06-15),1200.0,False,True,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army11-17ls.xml,choco-solver 2019-09-24,2520.12,UNKNOWN TO,2506.95,15264284,choco-solver,2019-09-24,1200.0,False,False,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army11-17ls.xml,Concrete 3.10,2520.08,UNKNOWN TO,2466.73,10849592,Concrete,3.10,1200.0,False,False,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army11-17ls.xml,PicatSAT 2019-09-12,18.4026,SAT,18.4057,2064524,PicatSAT,2019-09-12,1200.0,False,True,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army11-17ls.xml,Concrete 3.12.2,2520.06,UNKNOWN TO,2472.83,10849748,Concrete,3.12.2,1200.0,False,False,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army11-17ls.xml,Concrete 3.12.2,2520.07,UNKNOWN TO,2482.44,10849680,Concrete,3.12.2,1200.0,False,False,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army12-21ls.xml,BTD 19.07.01,2519.83,UNKNOWN TO,2520.01,35800,BTD,19.07.01,1200.0,False,False,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army12-21ls.xml,cosoco 2.O parallel,20112.0,UNKNOWN TO,2520.02,630740,cosoco,2.O parallel,1200.0,False,False,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army12-21ls.xml,cosoco 2.0 parallel,20113.6,UNKNOWN TO,2520.02,630740,cosoco,2.0 parallel,1200.0,False,False,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army12-21ls.xml,choco-solver 2019-09-16,2520.52,UNKNOWN TO,634.871,15530540,choco-solver,2019-09-16,1200.0,False,False,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army12-21ls.xml,choco-solver 2019-09-20,2520.62,UNKNOWN TO,634.799,15530540,choco-solver,2019-09-20,1200.0,False,False,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army12-21ls.xml,choco-solver 2019-06-14,2067.35,SAT,521.12,15530532,choco-solver,2019-06-14,1200.0,False,True,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army12-21ls.xml,choco-solver 2019-09-20 parallel,20059.8,UNKNOWN TO,2520.11,28879416,choco-solver,2019-09-20 parallel,1200.0,False,False,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army12-21ls.xml,choco-solver 2019-09-24 parallel,20059.7,UNKNOWN TO,2520.1,28879416,choco-solver,2019-09-24 parallel,1200.0,False,False,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army12-21ls.xml,choco-solver 2019-06-14 parallel,4591.52,SAT,577.08,28883468,choco-solver,2019-06-14 parallel,1200.0,False,True,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army12-21ls.xml,choco-solver 2019-09-16 parallel,20051.5,UNKNOWN TO,2520.1,28879416,choco-solver,2019-09-16 parallel,1200.0,False,False,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army12-21ls.xml,AbsCon 2019-07-23,2520.04,UNKNOWN TO,2509.41,10748324,AbsCon,2019-07-23,1200.0,False,False,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army12-21ls.xml,Concrete 3.12.3,2520.06,UNKNOWN TO,2475.24,10849632,Concrete,3.12.3,1200.0,False,False,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army12-21ls.xml,Fun-sCOP hybrid+CryptoMiniSat (2019-06-15),2520.05,UNKNOWN TO,2514.52,15140452,Fun-sCOP,hybrid+CryptoMiniSat (2019-06-15),1200.0,False,False,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army12-21ls.xml,Fun-sCOP order+GlueMiniSat (2019-06-15),2520.07,UNKNOWN TO,2514.62,15142500,Fun-sCOP,order+GlueMiniSat (2019-06-15),1200.0,False,False,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army12-21ls.xml,cosoco 2.0,2519.51,UNKNOWN TO,2520.01,29668,cosoco,2.0,1200.0,False,False,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army12-21ls.xml,cosoco 2.0,2520.08,UNKNOWN TO,2519.8,29668,cosoco,2.0,1200.0,False,False,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army12-21ls.xml,cosoco 2,2520.02,UNKNOWN TO,2519.8,29668,cosoco,2,1200.0,False,False,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army12-21ls.xml,Fun-sCOP hybrid+ManyGlucose (2019-09-22),18506.9,UNKNOWN TO,2520.06,27441876,Fun-sCOP,hybrid+ManyGlucose (2019-09-22),1200.0,False,False,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army12-21ls.xml,Fun-sCOP order+ManyGlucose (2019-09-22),18570.0,UNKNOWN TO,2520.06,27443924,Fun-sCOP,order+ManyGlucose (2019-09-22),1200.0,False,False,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army12-21ls.xml,Fun-sCOP hybrid+ManyGlucose (2019-06-15),18270.2,UNKNOWN TO,2520.07,27441876,Fun-sCOP,hybrid+ManyGlucose (2019-06-15),1200.0,False,False,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army12-21ls.xml,Fun-sCOP order+ManyGlucose (2019-06-15),18979.5,UNKNOWN TO,2520.05,27443924,Fun-sCOP,order+ManyGlucose (2019-06-15),1200.0,False,False,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army12-21ls.xml,choco-solver 2019-09-24,2520.13,UNKNOWN TO,2505.44,15264284,choco-solver,2019-09-24,1200.0,False,False,False,True,PseudoBoolean
XCSP17/PseudoBoolean/PseudoBoolean-dec-armies/Pb-army12-21ls.xml,Concrete 3.10,2520.11,UNKNOWN TO,2464.33,10849632,Concrete,3.10,1200.0,False,False,False,True,PseudoBoolean
